,"Région","Dpt","FINNES","Raison.sociale","Complement.distribution","Adresse","Lieudit.BP","Code.postal","Libelle.routage","Tel","nom correspondant","mail","logiciel","editeur","RPU (OUI/NON)","Remarque"
646,"ILE DE France","Hauts de Seine",920100021,"HU-PARIS SUD SITE ANTOINE BECLERE APHP",,"157 RUE DE LA PTE DE TRIVAUX",,92140,"CLAMART","01 45 37 43 17","J Noel GUILLOU
Philippe RICOT","jean-noel.guillou@abc.aphp.fr
philippe.ricot@abc.aphp.fr","URQUAL",,"OUI",
647,"ILE DE France","Hauts de Seine",920100039,"HU-PARIS NORD SITE BEAUJON - APHP",,"100 BOULEVARD DU GENERAL LECLERC",,92118,"CLICHY CEDEX","01 40 87 50 00 ou 52 16",,"projet.urgences-ccs-si-patient.sap.aphp.fr","URQUAL",,"OUI",
648,"ILE DE France","Hauts de Seine",920100047,"HU-PARIS NORD SITE LOUIS MOURIER APHP",,"178 RUE DES RENOUILLIERS",,92701,"COLOMBES CEDEX","01 47 60 61 62 ","François LAMY
Thierry ORANGER","francois.lamy@lmr.aphp.fr
thierry.oranger@lmr.ap-hop-paris.fr","URQUAL",,"OUI",
649,"ILE DE France","Hauts de Seine",920100054,"HU-PARIS IDF SITE POINCARE APHP",,"104 BOULEVARD RAYMOND POINCARE",,92380,"GARCHES","01 47 10 79 00 ou 70 01",,"secretariat.samu92@rpc.aphp.fr"," MediQ",,,"CARMEN : MediQ et Centaure 15"
650,"ILE DE France","Hauts de Seine",920120011,"HIA PERCY","PERCY","101 AVENUE HENRI BARBUSSE","BP 406",92141,"CLAMART CEDEX","01 41 46 61 10","Pascal GALY","pascal.galy@sante.defense.gouv.fr",,,,
651,"ILE DE France","Hauts de Seine",920300043,"HOPITAL PRIVE D'ANTONY",,"1 RUE VELPEAU",,92160,"ANTONY","01 46 74 23 50","M.MENDES
D. GEDIN","m.mendes@gsante.fr
d;gedin@gsante.fr
","AMI",,"OUI",
652,"ILE DE France","Hauts de Seine",920300597,"CLINIQUE DE MEUDON LA FORET","3-mai","3 AVENUE DE VILLACOUBLAY",,92360,"MEUDON LA FORET","01 41 28 10 00 ",,,,,,
653,"ILE DE France","Seine St Denis",930000286,"GHI LE RAINCY-MONTFERMEIL",,"10 RUE DU GENERAL LECLERC",,93370,"MONTFERMEIL","01 41 70 80 00 ou 82 79","Mme MANSUY","smansuy@ch-montfermeil.fr","URQUAL",,"non",
654,"ILE DE France","Seine St Denis",930000302,"CTRE HOSP  INTERCOMM  ANDRE GREGOIRE",,"56 BOULEVARD DE LA BOISSIERE",,93105,"MONTREUIL CEDEX","01 49 20 30 06
01 49 20 35 06","Eric DEMANGE","eric.demange@chi-andre-gregoire.fr",,,,
655,"ILE DE France","Seine St Denis",930000328,"CH GENERAL DELAFONTAINE",,"2 RUE DU DR PIERRE DELAFONTAINE","BP 279",93205,"ST DENIS CEDEX","01 42 35 61 43","Fabrice CIANNI
Céline BOIS
Marie DIDRY","hsd-info@ch-stdenis.fr
celine.bois@ch-stdenis.fr
marie.didry@ch-stdenis.fr","URQUAL",,"OUI",
656,"ILE DE France","Seine St Denis",930000336,"CHI  ROBERT BALLANGER",,"BOULEVARD ROBERT BALLANGER",,93602,"AULNAY SOUS BOIS CEDEX","01 49 36 71 31
01 49 36 70 36
01 49 36 74 18 
","
Dominique CALAFAT
Philippe GODARD
","dominique.calafat@ch-aulnay.fr
philippe.godard@ch-aulnay.fr
","URQUAL",,"OUI",
657,"ILE DE France","Seine St Denis",930100037,"HU-PARIS SSTDENIS SITE AVICENNE - APHP",,"125 RUE DE STALINGRAD",,93009,"BOBIGNY CEDEX","01 48 95 55 55 ou 57 85","Dominique TROUVE
Azim TOORAB-KHAN
","dominique.trouve@avc.aphp.fr
azim.toorab-khan@avc.aphp.fr
","URQUAL",,"OUI",
658,"ILE DE France","Seine St Denis",930100045,"HU-PARIS SSTDENIS SITE VERDIER - APHP",,"AVENUE DU 14 JUILLET",,93143,"BONDY CEDEX","01 48 02 62 52
01 48 02 62 53
01 48 02 61 10 ","Didier DUNGHI
Noel NUNEZ RONDON
J Michel KEMPF
","didier.dunghi@jvr.aphp.fr
noel.nunez@jvr.aphp.fr

support.informatique@jvr.aphp.fr","URQUAL",,"OUI",
659,"ILE DE France","Seine St Denis",930300025,"HOPITAL EUROPEEN LA ROSERAIE",,"120 AVENUE DE LA REPUBLIQUE",,93308,"AUBERVILLIERS CEDEX","01 48 39 48 94 ","Bertrand RENAUD
Gérard HIS","bertrand@hopital-la-roseraie.fr
gerard.his@hopital-la-roseraie.fr","SIGEMS",,"OUI",
660,"ILE DE France","Seine St Denis",930300066,"HOPITAL PRIVE DE L'EST PARISIEN","30 AVENUE DU 14 JUILLET","11 AVENUE DE LA REPUBLIQUE",,93604,"AULNAY SOUS BOIS CEDEX","01 48 19 33 31 ","Raphaelle REMOLEUR","r.remoleur@gsante.fr","RESURGENCES",,"OUI",
661,"ILE DE France","Seine St Denis",930300082,"CENTRE MEDICO CHIRURGICAL FLOREAL",,"40 RUE FLOREAL",,93170,"BAGNOLET","01 48 97 72 00 ",,,"logiciel interne",,,
662,"ILE DE France","Seine St Denis",930300116,"HOPITAL PRIVE DE LA SEINE SAINT DENIS",,"7 AVENUE HENRI BARBUSSE",,93156,"LE BLANC MESNIL CEDEX","01 45 91 13 98","Ludovic FERNANDES","contacthpssd@gsante.fr","RESURGENCES",,"OUI",
663,"ILE DE France","Seine St Denis",930300553,"CLINIQUE DE L'ESTREE","LE BOIS MOUSSAY","35 RUE D'AMIENS",,93245,"STAINS CEDEX","01 49 71 45 27 
01 49 71 45 40","Mickael LUPINACCI
Alexis RAINAULT","m.lupinacci@clinique-estree.fr
","SURGICA",,"NON",
664,"ILE DE France","Seine St Denis",930300595,"HOPITAL PRIVE DU VERT GALANT",,"38 RUE DE FLANDRE",,93290,"TREMBLAY EN FRANCE","01 49 63 50 54",,"g.zelie@gsante.fr","RESURGENCES",,"OUI",
665,"ILE DE France","Val de Marne",940000573,"CHI DE CRETEIL",,"40 AVENUE DE VERDUN",,94010,"CRETEIL CEDEX","01 45 17 50 00
01 45 17 00 00 
01 45 17 57 62 ","J Francois KERVINIO
","jean-francois.kervinio@chicreteil.fr
salle_info@chicreteil.fr","URQUAL",,"OUI",
666,"ILE DE France","Val de Marne",940000599,"C.H.I DE VILLENEUVE-ST-GEORGES",,"40 ALLEE DE LA SOURCE",,94195,"VILLENEUVE S GEORGES CEDEX","01 43 86 23 52

01 43 86 23 43

","Elisabeth PRATS

Olivier SIMON

","Elisabeth.prats@chiv
Secretariat.informatique@chiv.fr
Olivier.simon@chiv.fr

","RESURGENCES",,"NON",
667,"ILE DE France","Val de Marne",940000649,"HOPITAL SAINT-CAMILLE - BRY S/M",,"2 RUE DES PERES CAMILLIENS",,94366,"BRY SUR MARNE CEDEX","01 49 83 13 31","M SALHI","ServiceInformatique@ch-bry.org","URQUAL",,,
668,"ILE DE France","Val de Marne",940100027,"HU-HENRI MONDOR SITE MONDOR APHP",,"51 AVENUE DE LATTRE DE TASSIGNY",,94010,"CRETEIL CEDEX","01 49 81 23 42","JPierre DE MICHEL
Sebastien DABIN
François HEMERY
","anne.dessaints@hmn.aphp.fr
sebastien.dabin@hmn.aphp.fr
francois.hemery@hmn.aphp.fr
","URQUAL",,"OUI",
669,"ILE DE France","Val de Marne",940100043,"HU-PARIS SUD SITE KREMLIN BICETRE APHP",,"78 RUE DU GENERAL LECLERC",,94275,"LE KREMLIN BICETRE CEDEX","01 45 21 28 39 
01 45 21 35 49
","Serge BOUCHAT
Danielle CALO
Véronique DUNIER","serge.bouchat@bct.aphp.fr
daniele.calo@bct.aphp.fr
veronique.dunier@bct.aphp.fr","URQUAL",,"OUI",
670,"ILE DE France","Val de Marne",940120017,"HIA BEGIN",,"69 AVENUE DE PARIS",,94163,"ST MANDE CEDEX","01 43 98 50 00 ",,,,,,
671,"ILE DE France","Val de Marne",940300031,"HOPITAL PRIVE PAUL D'EGINE",,"4 AVENUE MARX DORMOY",,94500,"CHAMPIGNY SUR MARNE","01 49 83 64 24","Marc DUONG","m.duong@gsante.fr
support@emed.fr","RESURGENCES",,"OUI",
672,"ILE DE France","Val de Marne",940300270,"HOPITAL PRIVE ARMAND BRILLARD","3-juin","3 AVENUE WATTEAU",,94130,"NOGENT SUR MARNE","08 26 30 12 12 ",,,,,,
673,"ILE DE France","Val de Marne",940300445,"HOPITAL PRIVE DE THIAIS",,"112 AVENUE DU GENERAL DE GAULLE",,94320,"THIAIS","01 45 60 28 45 ","FORGE","cdanjon@hp-thias.com","CALYSTENE",,"NON",
674,"ILE DE France","Val de Marne",940300569,"HOPTIAL PRIVE DE VITRY SITE PASTEUR",,"22 RUE DE LA PETITE SAUSSAIE",,94400,"VITRY SUR SEINE","01 34 23 22 42 
01 34 23 24 12",,,,,,
675,"ILE DE France","Val d'Oise",950000307,"CENTRE HOSPITALIER VICTOR DUPOUY",,"69 RUE DU LT COLONEL PRUD'HON",,95107,"ARGENTEUIL CEDEX","01 34 23 24 25 ou 10 35 ","JPhilippe GOUDANT
Jean VILLAIN","jean-philippe.goudant@ch-argenteuil.fr
jean.villain@ch-argenteuil.fr","DMU",,"OUI",
676,"ILE DE France","Val d'Oise",950000315,"CHI  DES PORTES DE L'OISE A BEAUMONT",,"25 RUE EDMOND TURCQ",,95260,"BEAUMONT SUR OISE","01 39 37 15 20 ou 14 72","M ADENIS","informatique@chi-desportesdeloise.fr","URQUAL",,"OUI",
677,"ILE DE France","Val d'Oise",950000323,"C.H. EAUBONNE MONTMORENCY-SIMONE VEIL",,"14 RUE DE SAINT PRIX",,95602,"EAUBONNE CEDEX","01 34 06 66 19
01 34 06 60 38","J Baptise ROUAULT
Philippe BERTHOD","jean-baptiste.rouault@ch-simoneveil.fr
philippe.berthod@ch-simoneveil.fr","URQUAL",,"OUI",
678,"ILE DE France","Val d'Oise",950000331,"CENTRE HOSPITALIER DE GONESSE",,"RUE BERNARD FEVRIER","BP 71",95503,"GONESSE CEDEX","01 34 53 24 01 ","Ronan LARHANT","ronan.larhant@ch-gonesse.fr
support@ch-gonesse.fr","DMU",,"OUI","urg adulte"
678,"ILE DE France","Val d'Oise",950000331,"CENTRE HOSPITALIER DE GONESSE",,"RUE BERNARD FEVRIER","BP 71",95503,"GONESSE CEDEX","01 34 53 24 01 ","Ronan LARHANT","ronan.larhant@ch-gonesse.fr
support@ch-gonesse.fr","URQUAL",,"OUI","pédiatrie"
679,"ILE DE France","Val d'Oise",950000349,"CENTRE HOSPITALIER DU VEXIN",,"38 RUE CARNOT",,95420,"MAGNY EN VEXIN","01 34 79 44 44 ",,,,,,
680,"ILE DE France","Val d'Oise",950000356,"C.H. EAUBONNE site MONTMORENCY -SIMONE VEIL",,"1 RUE JEAN MOULIN",,95160,"MONTMORENCY","01 34 06 66 19
01 34 06 60 38","J Baptise ROUAULT
Philippe BERTHOD","jean-baptiste.rouault@ch-simoneveil.fr
philippe.berthod@ch-simoneveil.fr","URQUAL",,,
681,"ILE DE France","Val d'Oise",950000364,"CENTRE HOSPITALIER RENE DUBOS",,"6 AVENUE DE L'ILE DE FRANCE",,95300,"PONTOISE","01 30 75 40 40 ou 15","Bruno ANDRE
M Paule DERYCKER
J Yves BENIGNI
","bruno.andre@ch-pontoise.fr
marie-paule.derycker@ch-pontoise.fr
yves-jean.benigni@ch-pontoise.fr
support@medasys.com
maylis.vaudet@ch-pontoise.fr","DX CARE",,"OUI","OUI pédiatrie"
682,"ILE DE France","Val d'Oise",950300244,"CLINIQUE SAINTE-MARIE",,"1 RUE CHRISTIAN BARNARD","BP 70536 OSNY L'OSERAIE",95520,"OSNY","01 34 20 96 12","Jean Michel ANDO","jma@csm95.com","OSOFT",,"OUI",
683,"ILE DE France","Val d'Oise",950300277,"HOPITAL PRIVE NORD PARISIEN",,"3 BOULEVARD DE LATTRE DE TASSIGNY","BP 10",95200,"SARCELLES","01 39 92 70 69 ","Charles Antoine BENHAMOU","direction@hpnp.fr","dopasoin urgences",,"NON",
684,"ILE DE France","Val d'Oise",950807982,"CLINIQUE CLAUDE BERNARD",,"9 AVENUE LOUIS ARMAND",,95124,"ERMONT CEDEX","01 30 72 33 33 ","Christine DANIELOU","cdanielou@capio.fr","OSOFT WEP SHS",,"NON",
49,"LANGUEDOC ROUSSILLON","Aude",110000023,"CH CARCASSONNE",,"1060 CHEMIN DE LA MADELEINE","CS 40001",11010,"CARCASSONNE CEDEX 9","04 68 24 24 24 ou 27 80","MOUROU Hervé","herve.mourou@ch-carcasonne.fr","URQUAL","MC KESSON","OUI",
50,"LANGUEDOC ROUSSILLON","Aude",110000049,"CH JEAN PIERRE CASSABEL",,"19 AVENUE MGR DE LANGLE","BP 1200",11492,"CASTELNAUDARY CEDEX","04 68 94 56 56 ou 57 04","LAZIM Alexis","alexis.lazim@ch-castelnaudary.fr","OSIRIS","EVOLUCARE","OUI",
51,"LANGUEDOC ROUSSILLON","Aude",110000056,"CH NARBONNE HOTEL DIEU",,"BOULEVARD DOCTEUR LACROIX","BP 824",11108,"NARBONNE CEDEX","04 68 42 60 00 ou 65 75","MORA Michel","urgences@ch-narbonne.fr","HOPITAL MANAGER URGENCES","SOFTWAY","NON
","OUI A VENIR"
52,"LANGUEDOC ROUSSILLON","Aude",110780228,"POLYCLINIQUE LE LANGUEDOC",,"AVENUE DE LA COTE DES ROSES","BP 815",11108,"NARBONNE CEDEX","04 68 65 33 33 ","SALUZZO Sophie","ssaluzzo@polyclinique-lelanguedoc.fr","SIGESOFT","SIGEMS","OUI",
54,"LANGUEDOC ROUSSILLON","Aude",110780483,"POLYCLINIQUE MONTREAL",,"ROUTE DE BRAM",,11890,"CARCASSONNE CEDEX 9","04 68 11 53 53 ","MALARTE Alexandra","Referent.emed@polyclinique-montreal.fr","EMED","CS3i","OUI",
175,"LANGUEDOC ROUSSILLON","Gard",300000023,"CENTRE HOSPITALIER ALES CEVENNES",,"811 AVENUE DOCTEUR JEAN GOUBERT","BP 20139",30103,"ALES CEDEX","04 66 78 31 11 ou 32 03","MERABET Fouad","dr.merabet@ch-ales.fr
amhilaire@ch-ales.fr","RESURGENCES","IMPROVE","OUI",
176,"LANGUEDOC ROUSSILLON","Gard",300000031,"CENTRE HOSPITALIER LOUIS PASTEUR",,"AVENUE ALPHONSE DAUDET","BP 75163",30205,"BAGNOLS SUR CEZE CEDEX","04 66 79 10 11 ou 42","CAUVY Sylvie","secret-rea-urg@ch-bagnolssurceze.fr
scauvy@ch-bagnolssurceze.fr","RESURGENCES","IMPROVE","OUI",
177,"LANGUEDOC ROUSSILLON","Gard",300780137,"NOUVELLE CLINIQUE BONNEFON",,"45 AVENUE CARNOT","BP 80189",30104,"ALES CEDEX","08 26 20 73 30 ","PORTIER Chantal","cportier@clinique-bonnefon.fr","EXPERT SANTE","EXPERTIZ SANTE","OUI",
178,"LANGUEDOC ROUSSILLON","Gard",300782117,"GROUPE HOSPITALIER CAREMEAU CHU NIMES",,"PLACE DU PROFESSEUR ROBERT DEBRE",,30029,"NIMES CEDEX 9","04 66 68 68 68 ou 66 68","DE LA COUSSAYE Jean-Emmanuel","jean-emmanuel.delacoussye@chu-nimes.fr
secretariat.samu@chu-nimes.fr","CLINICOM","INTERSYSTEMS","OUI",
179,"LANGUEDOC ROUSSILLON","Gard",300788502,"POLYCLINIQUE GRAND SUD",,"350 AVENUE DE SAINT ANDRE DE CODOLS","BP 55",30932,"NIMES CEDEX 9","04 66 04 33 04 ","ALBARIC Franck","albaric.franck@neuf.fr","EXPERT SANTE","EXPERTIZ SANTE","OUI",
208,"LANGUEDOC ROUSSILLON","Hérault",340000223,"HOPITAL SAINT CLAIR HBT SETE",,"BOULEVARD CAMILLE BLANC","BP 475",34207,"SETE CEDEX","04 67 46 57 57 ou 75","PINEL Philippe","ppinel@ch-bassindethau.fr","DXCARE","MEDASYS","NON","OUI A VENIR"
210,"LANGUEDOC ROUSSILLON","Hérault",340015502,"CLINIQUE DU MILLENAIRE",,"220 BOULEVARD PENELOPE","CS 59523",34960,"MONTPELLIER CEDEX 2","04 99 53 60 00 ","RIGO Carole","carole.rigo@orange.fr","W-dossier","WEDA","OUI",
211,"LANGUEDOC ROUSSILLON","Hérault",340015965,"POLYCLINIQUE SAINT PRIVAT",,"10 RUE DE LA MARGERIDE","BP 90051",34760,"BOUJAN SUR LIBRON","04 67 35 46 00 ","LANNOY Lydie","Lydie.lannoy@stpricat.fr","SIGESOFT","SIGEMS","OUI",
213,"LANGUEDOC ROUSSILLON","Hérault",340780147,"POLYCLINIQUE DES TROIS VALLEES",,"4 ROUTE DE SAINT PONS",,34600,"BEDARIEUX","04 67 95 56 56 ","SIMOENS Samuel","samuel.simoens@capsante.fr","SIGESOFT","SIGEMS","OUI",
214,"LANGUEDOC ROUSSILLON","Hérault",340780154,"POLYCLINIQUE PASTEUR",,"3 RUE PASTEUR",,34120,"PEZENAS","04 67 90 41 42 ","SIMOENS Samuel","samuel.simoens@capsante.fr","SIGESOFT","SIGEMS","OUI",
216,"LANGUEDOC ROUSSILLON","Hérault",340780634,"CLINIQUE SAINT JEAN",,"36 AVENUE BOUISSON BERTRAND",,34093,"MONTPELLIER CEDEX 5","04 67 61 20 00 ou 30","SIMOENS Samuel","samuel.simoens@capsante.fr","EXPERT SANTE","EXPERTIZ SANTE","OUI",
217,"LANGUEDOC ROUSSILLON","Hérault",340780642,"CLINIQUE BEAU SOLEIL",,"119 AVENUE DE LODEVE",,34070,"MONTPELLIER","04 67 75 99 99 ou 61","CHABRAT Frédéric","f.chabrat@languedoc-mutualite.fr","DEVELOPPEMENT INTERNE","DEVELOPPEMENT INTERNE","NON",
218,"LANGUEDOC ROUSSILLON","Hérault",340780667,"CLINIQUE DU PARC",,"50 RUE EMILE COMBES","BP 20",34171,"CASTELNAU LE LEZ CEDEX","04 67 33 13 31 ou 00 33 ","NR","NR","OSOFT","MEDIBASE","OUI",
219,"LANGUEDOC ROUSSILLON","Hérault",340780683,"POLYCLINIQUE SAINT ROCH",,"43 RUE DU FAUBOURG SAINT JAUMES","CS 1122",34967,"MONTPELLIER CEDEX 2","04 67 61 88 88 ","RIGO Carole","carole.rigo@orange.fr","W-dossier","WESA","OUI",
220,"LANGUEDOC ROUSSILLON","Hérault",340780717,"CLINIQUE SAINT LOUIS",,"13 PLACE JOSEPH BOUDOURESQUES","BP 103",34190,"GANGES","04 67 81 68 00 ","JEANNE Regis","r.jeanne@languedos-mutualite.fr","DEVELOPPEMENT INTERNE","DEVELOPPEMENT INTERNE","OUI","OUI manuel"
221,"LANGUEDOC ROUSSILLON","Hérault",340780725,"CLINIQUE VIA DOMITIA POLE DE SANTE","POLE DE SANTE PROF LOUIS SERRE","CHEMIN DES ALICANTES",,34400,"LUNEL","04 67 91 92 00 ","NR","NR","OSOFT","MEDIBASE","OUI",
222,"LANGUEDOC ROUSSILLON","Hérault",340785161,"HOPITAL LAPEYRONIE CHU MONTPELLIER",,"371 AVENUE DU DOYEN GASTON GIRAUD",,34295,"MONTPELLIER CEDEX 5","04 67 33 67 33 ou 79 74","GIRAUD Isabelle","i-giraud@chu-montpellier.fr","RESURGENCES","IMPROVE","OUI",
300,"LANGUEDOC ROUSSILLON","Lozère",480000017,"CENTRE HOSPITALIER MENDE",,"AVENUE DU 8 MAI 1945",,48001,"MENDE CEDEX","04 66 49 49 49 ou 20","CHASSING Marc","urgences@ch-mende.fr
marcchassing@ch-mende.fr","CORA","C PAGE
MEDASYS en cours","OUI","partiellement"
430,"LANGUEDOC ROUSSILLON","Pyrénées Orientales",660000084,"CH SAINT JEAN",,"20 AVENUE DU LANGUEDOC","BP 49954",66046,"PERPIGNAN CEDEX","04 68 61 66 33 ou 77 22","BLENET J Christophe","jean-christophe.blenet@ch-perpignan.fr","URQUAL","Mc KESSON","OUI",
433,"LANGUEDOC ROUSSILLON","Pyrénées Orientales",660780628,"CLINIQUE DU VALLESPIR",,"CHEMIN DE SAN PLUJET",,66400,"CERET","04 68 87 12 55 ","NR","NR","SIGESOFT","SIGEMS","OUI",
434,"LANGUEDOC ROUSSILLON","Pyrénées Orientales",660780776,"CLINIQUE SAINT MICHEL",,"25 AVENUE LOUIS PRAT","BP 25",66500,"PRADES","04 68 96 03 16 ","CRETON Christophe","christophe.creton@cliniquesaintmichel.com","SIGESOFT","SIGEMS","OUI",
435,"LANGUEDOC ROUSSILLON","Pyrénées Orientales",660780784,"CLINIQUE SAINT PIERRE",,"169 AVENUE DE PRADES","BP 92118",66012,"PERPIGNAN CEDEX","04 68 56 26 26 ","MULLET Sandra","s.mullet@clinique-st-pierre.fr","SIGESOFT","SIGEMS","OUI",
436,"LANGUEDOC ROUSSILLON","Pyrénées Orientales",660790387,"POLYCLINIQUE SAINT ROCH","SITE MEDIPOLE","CHEMIN DU MAS ANGLADE",,66330,"CABESTANY","04 68 66 10 10 ","NR","NR","SIGESOFT","SIGEMS","OUI",
207,"LANGUEDOC ROUSSILLON","Hérault",340000033,"CENTRE HOSPITALIER BEZIERS","ZAC DE MONTMIRAN","2 RUE VALENTIN HAÃœY","BP 740",34525,"BEZIERS CEDEX","04 67 35 70 35 ","PILOSSOF Romain","rometsev@free.r","TU
","ORU PACA","OUI","TERMINAL URGENCES"
110,"LIMOUSIN","Corrèze",190000018,"CENTRE HOSPITALIER DUBOIS BRIVE",,"3 BOULEVARD DR VERLHAC","BP 432",19312,"BRIVE LA GAILLARDE CEDEX","05 55 92 60 00 ",,,"ResUrgences",,"OUI",
111,"LIMOUSIN","Corrèze",190000026,"CENTRE HOSPITALIER TULLE",,"3 PLACE DOCTEUR MASCHAT","BP 160",19012,"TULLE CEDEX","05 55 29 79 00 ",,,"ResUrgences",,"OUI",
112,"LIMOUSIN","Corrèze",190000091,"CENTRE HOSPITALIER D'USSEL",,"2 AVENUE DOCTEUR ROULLET","BP 55",19208,"USSEL CEDEX","05 55 96 40 00 ",,,"ResUrgences",,"OUI",
126,"LIMOUSIN","Creuse",230000820,"CENTRE HOSPITALIER GUERET",,"39 AVENUE DE LA SENATORERIE","BP 159",23011,"GUERET CEDEX","05 55 51 70 00 ",,,"ResUrgences",,"OUI",
127,"LIMOUSIN","Creuse",230004657,"CENTRE HOSPITALIER AUBUSSON",,"50, rue Henri Dunant",,23200,"AUBUSSON","05 55 83 50 50",,,"ResUrgences",,"OUI",
608,"LIMOUSIN","Hte Vienne",870000064,"C H U  DUPUYTREN  LIMOGES",,"2 AVENUE MARTIN LUTHER KING",,87042,"LIMOGES CEDEX 1","05 55 05 55 55 ",,,"Urqual",,"OUI",
609,"LIMOUSIN","Hte Vienne",870000098,"CENTRE HOSPITALIER SAINT JUNIEN",,"12 RUE CHATEAUBRIAND","BP 110",87205,"ST JUNIEN CEDEX","05 55 43 50 00 ",,,"ResUrgences",,"OUI",
610,"LIMOUSIN","Hte Vienne",870000270,"CTRE HOSPITALIER  J BOUTARD  ST YRIEIX",,"PLACE DU PRESIDENT PAUL MAGNAUD","BP 51",87500,"ST YRIEIX LA PERCHE","05 55 75 75 75 ",,,"ResUrgences",,"OUI",
611,"LIMOUSIN","Hte Vienne",870000288,"CLINIQUE FRANCOIS CHENIEUX",,"18 RUE DU GENERAL CATROUX","BP 3905",87039,"LIMOGES CEDEX 1","05 55 45 40 40 ",,,"SPEC","(Calystène)","OUI",
613,"LIMOUSIN","Hte Vienne",870014859,"HOPITAL DE LA MERE ET DE L'ENFANT",,"8 AVENUE DOMINIQUE LARREY",,87000,"LIMOGES","05 55 05 66 66 ",,,"Urqual",,"OUI",
328,"LORRAINE","Meurthe et Moselle",540000023,"CENTRE HOSPITALIER SAINT CHARLES TOUL",,"1 COURS RAYMOND POINCARE","BP 310",54201,"TOUL CEDEX","03 83 62 20 20 ",,,"CROSSWAY","McKesson - Hôpital adapté","OUI",
329,"LORRAINE","Meurthe et Moselle",540000155,"CENTRE HOSPITALIER DE LUNEVILLE",,"6 RUE GIRARDET","BP 30206",54301,"LUNEVILLE CEDEX","03 83 76 12 12 ",,,"ResUrgences",,"OUI",
330,"LORRAINE","Meurthe et Moselle",540000296,"CENTRE HOSPITALIER DE PONT A MOUSSON",,"PLACE COLOMBE","BP 269",54701,"PONT A MOUSSON CEDEX","03 83 80 20 00 ",,,"ResUrgences ",,"OUI",
331,"LORRAINE","Meurthe et Moselle",540000486,"POLYCLINIQUE DE GENTILLY ET SAINT DON",,"2 RUE MARIE MARVINGT",,54100,"NANCY","08 25 12 18 25 ",,,"ResUrgences ",,"OUI",
332,"LORRAINE","Meurthe et Moselle",540001070,"CENTRE HOSPITALIER MAILLOT BRIEY",,"31 AVENUE ALBERT DE BRIEY","BP 99",54151,"BRIEY CEDEX","03 82 47 50 00 ",,,"Polymedis","- H+Acute","OUI",
333,"LORRAINE","Meurthe et Moselle",540001096,"CH DE MT ST MARTIN ( ALPHA SANTE )",,"4 RUE ALFRED LABBE",,54350,"MONT ST MARTIN","03 82 44 70 00 ",,,"ResUrgences ",,"OUI",
334,"LORRAINE","Meurthe et Moselle",540001138,"CHU NANCY - HOPITAL CENTRAL",,"29 AVENUE DE LATTRE DE TASSIGNY","CO 60034",54035,"NANCY CEDEX","03 83 85 85 85 ",,,"ResUrgences",,"OUI",
335,"LORRAINE","Meurthe et Moselle",540002698,"CHU NANCY - HOPITAUX DE BRABOIS",,"RUE DU MORVAN",,54511,"VANDOEUVRE LES NANCY CEDEX","03 83 15 30 30 ",,,"ResUrgences",,"OUI",
336,"LORRAINE","Meuse",550000012,"CH VERDUN/ST MIHIEL-HOP ST NICOLAS",,"2 RUE D'ANTHOUARD","BP 20713",55107,"VERDUN CEDEX","03 29 83 84 85 ",,,"ResUrgences",,"OUI",
337,"LORRAINE","Meuse",550000434,"CENTRE HOSPITALIER DE BAR-LE-DUC",,"1 BOULEVARD D'ARGONNE","BP 510",55012,"BAR LE DUC CEDEX","03 29 45 88 88 ",,,"Xperthis",,"OUI",
344,"LORRAINE","Moselle",570000059,"CH MARIE-MADELEINE",,"2 RUE THERESE","BP 80229",57604,"FORBACH CEDEX","03 87 88 80 00 ",,,"ResUrgences",,"OUI",
345,"LORRAINE","Moselle",570000117,"CH DE SARREBOURG - HOPITAL ST NICOLAS",,"25 AVENUE DU GENERAL DE GAULLE","BP 80269",57402,"SARREBOURG CEDEX","03 87 23 24 25 ",,,"ResUrgences",,"OUI",
346,"LORRAINE","Moselle",570000216,"HOSPITALOR HOPITAL DE ST AVOLD",,"RUE AMBROISE PARE","BP 20204",57502,"ST AVOLD CEDEX","03 87 91 14 44 ",,,"ResUrgences",,"OUI",
348,"LORRAINE","Moselle",570000349,"CHR METZ-THIONVILLE - HOPITAL BEL AIR",,"1 RUE DE FRISCATY","BP 60327",57126,"THIONVILLE CEDEX","03 82 55 82 55 ",,,"ResUrgences",,"OUI",
349,"LORRAINE","Moselle",570000596,"HIA LEGOUEST",,"27 AVENUE DE PLANTIERES",,57000,"METZ","03 87 56 46 46 ",,,"ResUrgences",,"OUI",
350,"LORRAINE","Moselle",570000646,"HOPITAL-CLINIQUE CLAUDE BERNARD",,"97 RUE CLAUDE BERNARD","BP 45050",57000,"METZ","08 26 30 66 66 ",,,"ResUrgences",,"OUI",
352,"LORRAINE","Moselle",570000901,"CENTRE HOSPITALIER ROBERT PAX",,"2 RUE RENE FRANCOIS-JOLLY",,57211,"SARREGUEMINES CEDEX","03 87 27 33 10 ",,,"CORETEXTE",,"OUI",
353,"LORRAINE","Moselle",570026682,"CHR METZ THIONVILLE - HOPITAL DE MERCY",,"1 ALLEE DU CHATEAU","CS 45001",57530,"ARS LAQUENEXY","03 87 55 31 31 ",,,"ResUrgences",,"OUI",
